"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 01, 2016","815.00","815.00","815.00","815.00","-","-0.24%"
"Jan 29, 2016","817.00","817.00","817.00","817.00","-","1.36%"
"Jan 28, 2016","806.00","806.00","806.00","806.00","-","-0.74%"
"Jan 27, 2016","812.00","812.00","812.00","812.00","-","-0.98%"
"Jan 26, 2016","820.00","820.00","820.00","820.00","-","-2.15%"
"Jan 25, 2016","838.00","838.00","838.00","838.00","-","-2.44%"
"Jan 22, 2016","859.00","859.00","859.00","859.00","-","-1.26%"
"Jan 21, 2016","870.00","870.00","870.00","870.00","-","-0.68%"
"Jan 20, 2016","876.00","876.00","876.00","876.00","-","-0.68%"
"Jan 19, 2016","882.00","882.00","882.00","882.00","-","0.00%"
"Jan 18, 2016","882.00","882.00","882.00","882.00","-","-1.67%"
"Jan 15, 2016","897.00","897.00","897.00","897.00","-","-0.99%"
"Jan 14, 2016","906.00","906.00","906.00","906.00","-","-2.48%"
"Jan 13, 2016","929.00","929.00","929.00","929.00","-","-2.93%"
"Jan 12, 2016","957.00","957.00","957.00","957.00","-","-3.14%"
"Jan 11, 2016","988.00","988.00","988.00","988.00","-","-2.76%"
"Jan 08, 2016","1,016.00","1,016.00","1,016.00","1,016.00","-","-2.59%"
"Jan 07, 2016","1,043.00","1,043.00","1,043.00","1,043.00","-","-0.76%"
"Jan 06, 2016","1,051.00","1,051.00","1,051.00","1,051.00","-","-0.57%"
"Jan 05, 2016","1,057.00","1,057.00","1,057.00","1,057.00","-","-0.75%"
"Jan 04, 2016","1,065.00","1,065.00","1,065.00","1,065.00","-","22.55%"
"Dec 24, 2015","869.00","869.00","869.00","869.00","-","-0.46%"
"Dec 23, 2015","873.00","873.00","873.00","873.00","-","-0.68%"
"Dec 22, 2015","879.00","879.00","879.00","879.00","-","-1.12%"
"Dec 21, 2015","889.00","889.00","889.00","889.00","-","-0.89%"
"Dec 18, 2015","897.00","897.00","897.00","897.00","-","0.00%"
"Dec 17, 2015","897.00","897.00","897.00","897.00","-","-0.11%"
"Dec 16, 2015","898.00","898.00","898.00","898.00","-","0.11%"
"Dec 15, 2015","897.00","897.00","897.00","897.00","-","-0.77%"
"Dec 14, 2015","904.00","904.00","904.00","904.00","-","-1.74%"
"Dec 11, 2015","920.00","920.00","920.00","920.00","-","0.00%"
"Dec 10, 2015","920.00","920.00","920.00","920.00","-","-2.44%"
"Dec 09, 2015","943.00","943.00","943.00","943.00","-","-1.36%"
"Dec 08, 2015","956.00","956.00","956.00","956.00","-","-0.62%"
"Dec 07, 2015","962.00","962.00","962.00","962.00","-","0.00%"
"Dec 04, 2015","962.00","962.00","962.00","962.00","-","0.00%"
"Dec 03, 2015","962.00","962.00","962.00","962.00","-","0.94%"
"Dec 02, 2015","953.00","953.00","953.00","953.00","-","2.92%"
"Dec 01, 2015","926.00","926.00","926.00","926.00","-","2.09%"
"Nov 30, 2015","907.00","907.00","907.00","907.00","-","0.33%"
"Nov 27, 2015","904.00","904.00","904.00","904.00","-","0.56%"
"Nov 26, 2015","899.00","899.00","899.00","899.00","-","0.90%"
"Nov 25, 2015","891.00","891.00","891.00","891.00","-","0.11%"
"Nov 24, 2015","890.00","890.00","890.00","890.00","-","0.23%"
"Nov 23, 2015","888.00","888.00","888.00","888.00","-","0.11%"
"Nov 20, 2015","887.00","887.00","887.00","887.00","-","0.45%"
"Nov 19, 2015","883.00","883.00","883.00","883.00","-","0.46%"
"Nov 18, 2015","879.00","879.00","879.00","879.00","-","0.92%"
"Nov 17, 2015","871.00","871.00","871.00","871.00","-","0.93%"
"Nov 16, 2015","863.00","863.00","863.00","863.00","-","0.23%"
"Nov 13, 2015","861.00","861.00","861.00","861.00","-","0.94%"
"Nov 12, 2015","853.00","853.00","853.00","853.00","-","0.12%"
"Nov 11, 2015","852.00","852.00","852.00","852.00","-","2.04%"
"Nov 10, 2015","835.00","835.00","835.00","835.00","-","0.48%"
"Nov 09, 2015","831.00","831.00","831.00","831.00","-","0.36%"
"Nov 06, 2015","828.00","828.00","828.00","828.00","-","0.73%"
"Nov 05, 2015","822.00","822.00","822.00","822.00","-","0.00%"
"Nov 04, 2015","822.00","822.00","822.00","822.00","-","-0.12%"
"Nov 03, 2015","823.00","823.00","823.00","823.00","-","0.86%"
"Nov 02, 2015","816.00","816.00","816.00","816.00","-","3.55%"
"Oct 30, 2015","788.00","788.00","788.00","788.00","-","5.07%"
"Oct 29, 2015","750.00","750.00","750.00","750.00","-","0.81%"
"Oct 28, 2015","744.00","744.00","744.00","744.00","-","-1.59%"
"Oct 27, 2015","756.00","756.00","756.00","756.00","-","2.58%"
"Oct 26, 2015","737.00","737.00","737.00","737.00","-","-0.27%"
"Oct 23, 2015","739.00","739.00","739.00","739.00","-","0.00%"
"Oct 22, 2015","739.00","739.00","739.00","739.00","-","-1.34%"
"Oct 21, 2015","749.00","749.00","749.00","749.00","-","-0.27%"
"Oct 20, 2015","751.00","751.00","751.00","751.00","-","-0.66%"
"Oct 19, 2015","756.00","756.00","756.00","756.00","-","-1.95%"
"Oct 16, 2015","771.00","771.00","771.00","771.00","-","-0.13%"
"Oct 15, 2015","772.00","772.00","772.00","772.00","-","0.13%"
"Oct 14, 2015","771.00","771.00","771.00","771.00","-","0.26%"
"Oct 13, 2015","769.00","769.00","769.00","769.00","-","-1.16%"
"Oct 12, 2015","778.00","778.00","778.00","778.00","-","-0.64%"
"Oct 09, 2015","783.00","783.00","783.00","783.00","-","-0.89%"
"Oct 08, 2015","790.00","790.00","790.00","790.00","-","0.51%"
"Oct 07, 2015","786.00","786.00","786.00","786.00","-","1.55%"
"Oct 06, 2015","774.00","774.00","774.00","774.00","-","2.65%"
"Oct 05, 2015","754.00","754.00","754.00","754.00","-","1.21%"
"Oct 02, 2015","745.00","745.00","745.00","745.00","-","2.76%"
"Oct 01, 2015","725.00","725.00","725.00","725.00","-","1.40%"
"Sep 30, 2015","715.00","715.00","715.00","715.00","-","2.44%"
"Sep 29, 2015","698.00","698.00","698.00","698.00","-","-0.71%"
"Sep 28, 2015","703.00","703.00","703.00","703.00","-","-0.42%"
"Sep 25, 2015","706.00","706.00","706.00","706.00","-","0.14%"
"Sep 24, 2015","705.00","705.00","705.00","705.00","-","1.15%"
"Sep 23, 2015","697.00","697.00","697.00","697.00","-","3.41%"
"Sep 22, 2015","674.00","674.00","674.00","674.00","-","0.45%"
"Sep 21, 2015","671.00","671.00","671.00","671.00","-","0.75%"
"Sep 18, 2015","666.00","666.00","666.00","666.00","-","1.22%"
